Draft Year,Round,Pick,Name,Pro Bowler,Career Receptions,Career Yards,Career Touchdowns,Career Games,Proj. 5,Proj. 15,Proj. 32,Proj. 64,Proj. 98,Proj. 135,Proj. 170,Proj. 200,Height (m),Weight (lb),40 Yard Dash,Broad Jump,Vertical Jump,Bench Press,Arm Length,Hand Size,Receptions,Yards,Touchdowns,More Then 3 years in college,Big School,Small School,Major Injury,Off Field Issues,National Championship,QB Drafted,WR selected with previous pick
2011,7,241,David Ausberry,0,11,120,0,34,0,0,0,0,0,0,0,0,1.93,243,4.48,121,36,,,,64,700,7,1,0,0,0,0,0,0,0
2011,7,249,Demarco Sampson,0,3,36,0,12,0,0,0,0,0,0,0,0,1.88,204,4.69,118,35.5,14,33,9.625,146,2242,18,1,0,0,0,0,0,1,0
2010,1,22,Demariyus Thomas,1,724,9763,63,143,0,0,1,0,0,0,0,0,1.91,224,4.38,113,35,17,33,10.5,120,2339,15,0,0,0,0,0,0,0,0
2010,1,24,Dez Bryant,1,531,7459,73,113,0,1,0,0,0,0,0,0,1.88,225,4.52,133,38,18,34,9.75,147,2425,29,0,0,0,0,0,0,1,0
2010,2,39,Arrelious Benn,0,65,990,6,61,0,0,0,1,0,0,0,0,1.88,219,4.57,118,37,20,32.25,9.375,159,2221,7,0,0,0,0,0,0,0,0
2010,2,60,Golden Tate,1,660,7890,44,148,0,0,1,0,0,0,0,0,1.78,199,4.42,120,35,17,30.5,9.25,157,2707,26,0,1,0,0,0,0,0,0
2010,3,77,Damian Williams,0,107,1327,5,57,0,0,0,0,1,0,0,0,1.85,197,4.52,118,38,19,31.75,9.25,147,2114,17,0,0,0,0,0,0,1,0
2010,3,78,Brandon Lafell,0,406,5398,31,125,0,0,0,1,0,0,0,0,1.91,211,4.58,115,36,11,32.75,8.75,175,2517,25,1,1,0,0,0,0,0,1
2010,3,82,Emmanual Sanders,1,601,7893,42,144,0,0,0,0,0,0,1,0,1.8,186,4.4,126,39.5,12,32,9.25,285,3791,34,1,0,0,0,0,0,0,0
2010,3,84,Jordan Shipley,0,79,858,4,24,0,0,0,0,0,1,0,0,1.83,193,4.6,116,36.5,16,30.5,9.625,248,3191,33,1,0,0,0,0,0,1,0
2010,3,87,Eric Decker,0,439,5816,53,111,0,0,0,0,1,0,0,0,1.91,217,4.54,,,15,31,9.125,227,3119,24,1,0,0,1,0,0,0,0
2010,3,88,Andre Roberts,0,257,3010,15,148,0,0,0,0,0,1,0,0,1.8,195,4.4,120,36,15,31.5,9.5,286,3743,37,1,0,0,0,0,0,0,1
2010,3,89,Armanti Edwards,0,0,0,0,41,0,0,0,0,0,0,0,1,1.8,187,4.41,123,34.5,,32.25,9.5,0,0,0,1,0,0,0,0,0,0,1
2010,3,90,Taylor Price,0,5,80,0,6,0,0,0,0,0,1,0,0,1.85,204,4.4,114,37,16,31.25,9.5,147,2019,14,1,0,0,0,0,0,0,1
2010,4,99,Mardy Gilyard,0,8,78,0,19,0,0,0,0,1,0,0,0,1.8,187,4.61,116,39,,32.25,9.125,204,3003,25,1,0,0,0,1,0,1,0
2010,4,101,Mike Williams,0,223,3089,26,63,0,0,0,0,0,0,1,0,1.85,221,4.53,116,33.5,8,32.5,9.25,133,2044,20,0,0,0,0,1,0,0,0
2010,4,107,Marcus Easley,0,3,71,1,42,0,0,0,0,0,0,1,0,1.88,210,4.39,123,34,16,32.75,8.5,53,997,8,0,0,0,0,0,0,0,0
2010,4,108,Jacoby Ford,0,57,848,3,38,0,0,0,0,0,1,0,0,1.75,186,4.28,115,33.5,15,30.5,9.25,143,1986,16,1,1,0,0,0,0,0,1
2010,5,156,David Reed ,0,0,0,0,36,0,0,0,0,0,0,0,1,1.83,191,4.56,114,37,15,31.75,9.375,106,1615,11,0,0,0,0,0,0,0,0
2010,5,159,Riley Cooper,0,169,2418,18,88,0,0,0,0,0,1,0,0,1.91,222,4.53,114,33,,32.625,10.375,81,1496,18,1,1,0,0,0,1,1,0
2010,5,165,Kerry Meier,0,0,0,0,12,0,0,0,0,0,0,0,0,1.88,224,4.62,115,35,13,32,9.325,226,2309,18,1,0,0,0,0,0,0,0
2010,6,177,Carlton Mitchell,0,3,31,0,16,0,0,0,0,1,0,0,0,1.91,215,4.46,122,36,16,33.5,10.625,105,1648,9,0,0,0,0,1,0,0,0
2010,6,191,Dezmon Briscoe,0,43,502,7,25,0,0,0,0,0,0,1,0,1.88,207,4.66,115,33,9,33.5,9.5,219,3240,31,0,0,0,0,1,0,0,0
2010,6,195,Antonio Brown,1,841,11263,75,131,0,0,0,0,0,0,0,0,1.78,186,4.56,105,33.5,13,31,9,305,3199,22,0,0,0,0,0,0,1,0
2010,6,198,David Gettis,0,37,508,3,17,0,0,0,0,0,0,0,0,1.91,217,4.43,124,34.5,15,34,10,116,1555,4,1,0,0,0,0,0,0,0
2010,6,206,Kyle Williams,0,47,574,4,39,0,0,0,0,0,0,0,0,1.78,188,4.4,118,33,11,30,9.125,109,1626,18,1,0,0,0,0,0,0,0
2010,7,219,Terrence Austin,0,15,184,0,18,0,0,0,0,0,0,0,0,1.8,165,4.52,123,35.5,,,,109,1192,5,1,0,0,0,0,0,0,0
2010,7,222,Marc Mariani,0,0,0,0,70,0,0,0,0,0,0,0,0,1.85,190,4.48,123,36.5,,,,186,3018,29,1,0,0,0,0,0,0,0
2010,7,259,Tim Toone,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,185,4.42,120,36,,,,39,973,12,0,0,1,0,0,0,0,0
